job_id,title,company,requirements,preferred,division,category,filtered_division,requirements_preferred
1679,2026년 6월 신입사원 채용 일반전형,롯데이노베이트,"문서작성, 분석, 소프트웨어, 데이터베이스, 로그, 데이터 분석, SQL, 시스템",,Software(호텔IS팀),"네트워크관리, 데이터관리, 데이터분석, 시스템운영, 시스템운영, 네트워크관리, 장애관리, 정보보안","시스템 엔지니어, 네트워크 엔지니어, DBA, 데이터 사이언티스트, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","문서작성, 분석, 소프트웨어, 데이터베이스, 로그, 데이터 분석, SQL, 시스템"
1688,"IDC 관제, 운영 엔지니어 상시 채용(모니터링, 고객지원)",㈜케이아이엔엑스,"고졸이상, 커뮤니케이션, 고객대응, 교대근무, 네트워크, 시스템","병역필면제자, 보훈대상자, 장애인",IDC엔지니어,"모니터링, 고객지원, IDC엔지니어, 장애조기감지",,"고졸이상, 커뮤니케이션, 고객대응, 교대근무, 네트워크, 시스템, 병역필면제자, 보훈대상자, 장애인"
1689,우수인재 상시채용 - DT기획,㈜디섹,대졸이상,영어,DT기획,"선박영업, 선박설계, SI개발, 자재구매, 영업/사업관리, 자재구매, DT기획, 국내영업","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","대졸이상, 영어"
1691,우수인재 상시채용 - IT운영,㈜디섹,대졸이상,영어,IT운영,"선박영업, 선박설계, SI개발, 자재구매, 영업/사업관리, 자재구매, DT기획, 국내영업","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","대졸이상, 영어"
1693,우수인재 상시채용 - 영업/사업관리,㈜디섹,대졸이상,영어,영업/사업관리,"선박영업, 선박설계, SI개발, 자재구매, 영업/사업관리, 자재구매, DT기획, 국내영업","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","대졸이상, 영어"
1695,우수인재 상시채용 - 자재구매,㈜디섹,대졸이상,영어,자재구매,"선박영업, 선박설계, SI개발, 자재구매, 영업/사업관리, 자재구매, DT기획, 국내영업","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","대졸이상, 영어"
1697,우수인재 상시채용 - 선박설계,㈜디섹,대졸이상,영어,선박설계,"선박영업, 선박설계, SI개발, 자재구매, 영업/사업관리, 자재구매, DT기획, 국내영업","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","대졸이상, 영어"
1709,해외 및 국내 인재 상시 DB 등록용 (`26년) - SCM,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",SCM,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1710,해외 및 국내 인재 상시 DB 등록용 (`26년) - Quality,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Quality,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1711,해외 및 국내 인재 상시 DB 등록용 (`26년) - Procurement,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Procurement,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1713,해외 및 국내 인재 상시 DB 등록용 (`26년) - Mechanical R&D,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Mechanical R &D,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1715,해외 및 국내 인재 상시 DB 등록용 (`26년) - Manufacturing,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Manufacturing,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1716,해외 및 국내 인재 상시 DB 등록용 (`26년) - Hardware R&D,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Hardware R &D,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1717,해외 및 국내 인재 상시 DB 등록용 (`26년) - Finance,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Finance,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1718,해외 및 국내 인재 상시 DB 등록용 (`26년) - Administration,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Administration,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1719,해외 및 국내 인재 상시 DB 등록용 (`26년) - IPGM Development,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",IPGM Development,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1720,해외 및 국내 인재 상시 DB 등록용 (`26년) - CSMS(Cyber Security Management System),엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",CSMS(Cyber Security Management System),"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1721,해외 및 국내 인재 상시 DB 등록용 (`26년) - PM,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",PM,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1723,해외 및 국내 인재 상시 DB 등록용 (`26년) - Manufacturing Engineering,엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Manufacturing Engineering,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1725,해외 및 국내 인재 상시 DB 등록용 (`26년),엘지마그나이파워트레인,"대졸이상, 경력 2년 이상, 영어, 병역필면제자","전자, 자동차",Manufacturing Engineering,"IPGM Development, PM, R&D, SCM, csms, Quality, Administration, Finance, Procurement",,"대졸이상, 경력 2년 이상, 영어, 병역필면제자, 전자, 자동차"
1744,인천공항시설관리㈜ 2026년 제2차 정기채용,인천공항시설관리㈜,토목,토목,토목,"건축설계, 교량설계, 교량설계, 네트워크관리, 메카트로닉스, 전기설비, 기구설계, 에너지, 중장비운전, 유지보수, 임베디드, 측량, 자료조사, 회로설계, 솔루션스아키텍트, 건축시공, 문서작성, 상하수도, 시공관리, 시스템분석, 에너지, 전기·전자, 토목, 환경, PCB, 통신설비, 화학·섬유, 목수, 시스템운영, 정보보안, 정보통신·IT, 토목감리, 토목설계, 펌웨어, 네트워크관리, 생명공학, 전기설계, 지게차운전, 통계·분석, 클라이언트, SI개발, 건축시공, 기술지원, 생명공학, 제품개발, 플라스틱·PVC, 경량·골조, 가설설계, 대기환경, 플랜트, 수질환경, 정보통신, 정보통신, 제품개발, 엘리베이터, 클라우드개발자, 제어·설계, 아키텍처, 환경측정, 수하물운영, 가설설계, 서버구축, 시스템설계, 제품개발, 경영기획, 화물차운전, 클라우드아키텍트, A·S수리, 생산기술, 자동차정비, 기계조작, 시설관리, 토양환경, 굴삭기","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, 클라우드 엔지니어",토목
1757,[서울F&B] 전산팀 ERP 개발 및 IT 운영관리  신입사원 모집 (횡성공장),㈜서울에프엔비,"HTML, CSS, JavaScript, SQL, Windows OS, 시스템","Java, Spring, Oracle, MariaDB, MSSQL, DB, Linux 서버, 네트워크, IP, ERP, 시스템",전산팀 신입,"네트워크관리, 식품가공, 자산관리, 기술지원","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","HTML, CSS, JavaScript, SQL, Windows OS, 시스템, Java, Spring, Oracle, MariaDB, MSSQL, DB, Linux 서버, 네트워크, IP, ERP"
1758,"[서울] 보안 엔지니어(신입, 경력)",굿어스㈜,"DB, 데이터, SQL, 서버, Windows, Linux, 네트워크",경력 1년 이상,[서울] 보안 엔지니어,"NI, 방화벽, SI, 시스템운영, 네트워크관리, 보안관제, 정보보안, 네트워크관리","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","DB, 데이터, SQL, 서버, Windows, Linux, 네트워크, 경력 1년 이상"
1761,[㈜지엔텔] 이동통신 네트워크 엔지니어 부문 수시채용(대전·대구 지역),㈜지엔텔,"커뮤니케이션, 지방근무, MS Office","네트워크, 통신, 정보보안, 컴퓨터 공학, CCNA, 정보통신기사",이동통신 네트워크 엔지니어 [대전 지역 근무],"공정관리, 네트웍구축, 시스템 구축",,"커뮤니케이션, 지방근무, MS Office, 네트워크, 통신, 정보보안, 컴퓨터 공학, CCNA, 정보통신기사"
1764,[고려아연계열/엑시스아이티] 솔루션 검토 및 PC 유지보수 지원 인턴 채용,엑시스아이티㈜,"대졸이상, 문서작성, Windows OS, PC, OA, 네트워크, IT 인프라, MS Office, Excel, PowerPoint","커뮤니케이션, 문서작성, 컴퓨터공학, 정보보호, Microsoft 365",솔루션 검토 및 PC 유지보수 운영 지원 담당자,"유지보수, SM, 솔루션, Excel, 솔루션, 전산총무, M365, SI, 시스템운영, 네트워크관리, OA, S/W, ERP, H/W, 서버구축, 소프트웨어개발, 정보통신, PowerPoint, 인프라, 기술지원","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","대졸이상, 문서작성, Windows OS, PC, OA, 네트워크, IT 인프라, MS Office, Excel, PowerPoint, 커뮤니케이션, 컴퓨터공학, 정보보호, Microsoft 365"
1765,[㈜지엔텔] `26년 기업통신 네트워크 엔지니어 수시채용,㈜지엔텔,,"Network, Juniper, Cisco",기업통신 네트워크 엔지니어(NI),"네트웍구축, IPT, 기술지원",,"Network, Juniper, Cisco"
1767,[부산] 네트워크 엔지니어 (경력),에스넷시스템㈜,"커뮤니케이션, 고객대응, Network, 네트워크","운전가능자, CCNA, CCNP, 네트워크",네트워크 엔지니어,"NI, SM, SI, 시스템운영, 네트워크관리, 서버구축, 소프트웨어개발","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","커뮤니케이션, 고객대응, Network, 네트워크, 운전가능자, CCNA, CCNP"
1769,[신입/경력]  사무기기/전산기기 관리(컴퓨터),㈜해커스어학원,"고졸이상, 병역필면제자","PC, 네트워크, 컴퓨터",사무기기/ 전산기기 관리 (컴퓨터) **[채용시 마감]**,"교직원, 교수설계, 어학원, e러닝, 커뮤니티, 컨텐츠, 포털, 비품관리, 자산관리, 네트워크관리, 기술지원, 설치, 유지보수, A·S수리","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","고졸이상, 병역필면제자, PC, 네트워크, 컴퓨터"
1771,(주)삼일아엔씨 네트워크 엔지니어 모집,㈜삼일아엔씨,학력무관,,네트워크 엔지니어,"네트웍구축, 시스템운영, 네트워크관리","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어",학력무관
1772,[티사이언티픽] 네트워크 보안 엔지니어 채용,㈜티사이언티픽,"초대졸이상, 경력 5년 이상, 운전가능자, 네트워크, TCP, IP, 방화벽, VPN","커뮤니케이션, 시스템, 보안, CCNA, 네트워크관리사, 정보처리기사",네트워크 보안 엔지니어,"방화벽, 솔루션, SI, 시스템운영, 네트워크관리, 정보보안, 서버구축, 소프트웨어개발, 네트워크관리","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","초대졸이상, 경력 5년 이상, 운전가능자, 네트워크, TCP, IP, 방화벽, VPN, 커뮤니케이션, 시스템, 보안, CCNA, 네트워크관리사, 정보처리기사"
1774,네트워크/보안 장비 기술엔지니어,㈜윈즈,초대졸이상,"운전가능자, 인근거주자, Juniper",네트워크/보안 장비 기술엔지니어,"IDC, 방화벽, 네트웍구축, 텔레콤, 정보보안, 통신","보안 엔지니어, 소프트웨어 개발자","초대졸이상, 운전가능자, 인근거주자, Juniper"
1775,정보보안/클라우드 신입/경력 엔지니어 모집,㈜롤텍,초대졸이상,"정보보안기사, CCNP, CISSP",정보보안/클라우드 신입/경력 엔지니어 모집,"네트워크관리, 네트워크보안, 방화벽, 솔루션스아키텍트, 시스템운영, 해킹, 네트워크관리, 보안소프트웨어, 정보보안, 서버구축, 클라우드아키텍트, 보안컨설팅, 네트워크관리, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","초대졸이상, 정보보안기사, CCNP, CISSP"
1778,"2026년 하반기 신입 및 경력 보안, 네트워크 엔지니어 모집",(유)시원,"초대졸이상, 경력 2년 이상","컴퓨터활용능력, 네트워크, 보안, 정보처리기사, 리눅스마스터 1급, 네트워크관리사 1급, CCNA, 컴퓨터공학, 정보통신학","신입 및 경력 보안,네트워크 엔지니어 모집공고","네트워크관리, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","초대졸이상, 경력 2년 이상, 컴퓨터활용능력, 네트워크, 보안, 정보처리기사, 리눅스마스터 1급, 네트워크관리사 1급, CCNA, 컴퓨터공학, 정보통신학"
1779,[이천/청주] 네트워크 엔지니어,굿어스스마트솔루션㈜,네트워크,"Cisco, 네트워크",네트워크 엔지니어,"NI, 솔루션, 시스템운영, 네트워크관리, ERP, SCM, 서버구축, 소프트웨어개발","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","네트워크, Cisco"
1780,포스코 포항제철소 네트워크 운영(신입) 채용,㈜디엑스온,초대졸이상,"컴퓨터활용능력, 인근거주자",포스코 포항제철소 네트워크 운영,"네트웍구축, 네트워크관리, 통신","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","초대졸이상, 컴퓨터활용능력, 인근거주자"
1781,네트웍설비(OA/서버) 상주 유지보수 채용건 (삼척발전본부),아이에스엔솔루션,"초대졸이상, 경력 1년 이상","컴퓨터활용능력, 운전가능자, 인근거주자, 장기근무, 보안, CCNA, CCNP",발전제어팀 유지보수 인력,"하드웨어, 네트워크관리, 펌웨어, 컴퓨터, AS, 유지보수","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 하드웨어 개발자, 클라우드 엔지니어","초대졸이상, 경력 1년 이상, 컴퓨터활용능력, 운전가능자, 인근거주자, 장기근무, 보안, CCNA, CCNP"
1783,(주)헤드아이티 상시채용,㈜헤드아이티,초대졸이상,"차량소지자, 정보보안, CCNA, CCNP",솔루션사업3팀 네트워크 및 보안 엔지니어,"솔루션, asp, 네트워크관리, 소프트웨어개발","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","초대졸이상, 차량소지자, 정보보안, CCNA, CCNP"
1785,구내통신 유지보수 상주직원모집(삼성전기 세종사업장),㈜디에스이앤티,학력무관,"인근거주자, 통신공학",구내통신,"네트웍구축, 통신, 구내통신",,"학력무관, 인근거주자, 통신공학"
1786,[매그넷] IT 기술영업직 신입/경력 채용,㈜매그넷,초대졸이상,"문서작성, 프리젠테이션, NW",기술영업직,"고객관리, 네트워크보안, 보안소프트웨어, 네트워크관리, 국내영업, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","초대졸이상, 문서작성, 프리젠테이션, NW"
1789,삼성SDS 상암데이터센터 통신거점 전용회선 운영,디에스지엔㈜,고졸이상,"네트워크, 공학계열, 통신, 네트워크관리사",삼성SDS 상암데이터센터 통신거점 전용회선 운영,"네트웍구축, 네트워크관리, IDC, 통신","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","고졸이상, 네트워크, 공학계열, 통신, 네트워크관리사"
1790,"(ICT/정보보안) 입찰 제안서, 사업문서 기획 및 작성 분야 신입/경력 채용",링크정보통신㈜,"대졸이상, 경력 1년 이상","문서작성, 컴퓨터활용능력, 정보보호, 정보통신공학, 컴퓨터공학",제안서 기획/작성,"방화벽, 네트워크보안, 방화벽, 신사업기획, 보안소프트웨어, 사업기획, 전략기획, 정보보안, VPN, 네트워크관리, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","대졸이상, 경력 1년 이상, 문서작성, 컴퓨터활용능력, 정보보호, 정보통신공학, 컴퓨터공학"
1792,IT 네트워크 보안 엔지니어(신입직),㈜에스에이정보기술,"학력무관, 커뮤니케이션, 문서작성, 고객대응, 네트워크, 보안, Excel, PPT, Word, hwp","운전가능자, 인근거주자, 즉시출근, 웹, 방화벽, 보안, 네트워크",네트워크 보안 솔루션 기술 담당자,"방화벽, 네트워크보안, 방화벽, 보안소프트웨어, 네트워크관리, 정보보안, SSL, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","학력무관, 커뮤니케이션, 문서작성, 고객대응, 네트워크, 보안, Excel, PPT, Word, hwp, 운전가능자, 인근거주자, 즉시출근, 웹, 방화벽"
1793,"사무기기 설치  유지보수 기술영업 직원채용 (복합기, PC, 전산소모품 외)",그린시스템,"학력무관, 경력 2년 이상, 운전가능자","장기근무, 전산학, 컴퓨터공학, 전산",사무기기 유지보수,"사무기기유지보수, 네트웍구축, 복합기엔지니어, 네트워크관리, 프린터설치, PC설치","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","학력무관, 경력 2년 이상, 운전가능자, 장기근무, 전산학, 컴퓨터공학, 전산"
1795,[(주)이롭] IT 기술지원 신입/경력직 채용,이롭,초대졸이상,"네트워크, 보안, 클라우드",IT 기술지원,"방화벽, 네트워크관리, 기술지원","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","초대졸이상, 네트워크, 보안, 클라우드"
1796,IT 하드웨어 인프라 네트워크 및 보안 엔지니어를 모집(신입/경력),델타시스템,학력무관,CCNA,하드웨어 엔지니어,"방화벽, 네트웍구축, 네트워크관리","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","학력무관, CCNA"
1797,자사 플랫폼 기획 및 네트워크 관리자 모집,리튬코리아,"초대졸이상, 경력 1년 이상","컴퓨터활용능력, 컴퓨터, 네트워크",자사 플랫폼 기획 및 네트워크 관리자 모집,"건설기계, 네트워크관리, 데이터관리","시스템 엔지니어, 네트워크 엔지니어, DBA, 보안 엔지니어, 클라우드 엔지니어","초대졸이상, 경력 1년 이상, 컴퓨터활용능력, 컴퓨터, 네트워크"
1798,[신입/경력] 정보보호 컨설팅,㈜에스지시큐리티컨설팅,"초대졸이상, 경력 1년 이상","정보통신공학, 컴퓨터공학, 응용소프트웨어공학, 정보보안기사, 정보처리기사",㈜에스지시큐리티컨설팅 **[신입/경력]/ 정보보안 컨설팅**,"네트워크보안, 네트워크관리, 보안관제, 정보보안, 보안컨설팅, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","초대졸이상, 경력 1년 이상, 정보통신공학, 컴퓨터공학, 응용소프트웨어공학, 정보보안기사, 정보처리기사"
1801,업무지원부서 채용,스마트114㈜,고졸이상,"컴퓨터활용능력, 운전가능자, 차량소지자, 장기근무",업무지원부서 채용,"A·S수리, 기술지원, 비품관리, 자산관리, 시스템운영, 설치, 네트워크관리, 서버구축, 유지보수, 서무, 행정","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","고졸이상, 컴퓨터활용능력, 운전가능자, 차량소지자, 장기근무"
1802,네트워크 L4/L7 스위치 엔지니어 채용,㈜비전에스엔,"초대졸이상, 네트워크, VPN, VLAN, Network, 분석, 정보보호, 네트워크 보안",컴퓨터활용능력,네트워크 L4/L7스위치 엔지니어 채용,"네트웍구축, 시스템운영, 네트워크관리, IDC, 통신, 서버구축","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","초대졸이상, 네트워크, VPN, VLAN, Network, 분석, 정보보호, 네트워크 보안, 컴퓨터활용능력"
1803,[죽전IDC] D사 상황실 운영(OP),아이와이씨앤씨㈜,"교대근무, 데이터, DB",,상황실 운영(OP),"시스템운영, 소프트웨어개발","시스템 엔지니어, 네트워크 엔지니어","교대근무, 데이터, DB"
1804,네트워크 엔지니어  신입/경력 직원 채용(전남-광양),디오엔케이,학력무관,"운전가능자, 장기근무, CCNA, CCNP, 전기, 전자공학, 통신공학",네트워크 엔지니어 및 시스템운영 신입/경력 직원 모집,"VoIP, IPT, 네트웍구축, 네트워크관리, 통신","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","학력무관, 운전가능자, 장기근무, CCNA, CCNP, 전기, 전자공학, 통신공학"
1806,네트워크 엔지니어 및 시스템관리자 신입/경력 직원 채용(경북-포항),디오엔케이,학력무관,"운전가능자, 장기근무, CCNA, CCNP, 전기, 전자공학, 통신공학",네트워크 엔지니어 및 시스템운영 신입/경력 직원 모집,"네트웍구축, 통신, IPT, VoIP, 네트워크관리, 시스템운영","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","학력무관, 운전가능자, 장기근무, CCNA, CCNP, 전기, 전자공학, 통신공학"
1808,[평택] 네트워크 엔지니어,굿어스스마트솔루션㈜,네트워크,"Cisco, 네트워크",네트워크 엔지니어,"NI, 솔루션, 시스템운영, 네트워크관리, ERP, SCM, 서버구축, 소프트웨어개발","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","네트워크, Cisco"
1809,[수원 망포] 네트워크 엔지니어,굿어스스마트솔루션㈜,네트워크,"Cisco, 네트워크",네트워크 엔지니어,"NI, 솔루션, 시스템운영, 네트워크관리, ERP, SCM, 서버구축, 소프트웨어개발","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","네트워크, Cisco"
1810,네트워크 엔지니어 정규직 채용,㈜정데이타시스템,"초대졸이상, 네트워크","Cisco, CCNA, CCNP, 네트워크관리사 2급",네트워크 엔지니어 정규직,"네트웍구축, 네트워크관리, IDC","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","초대졸이상, 네트워크, Cisco, CCNA, CCNP, 네트워크관리사 2급"
1812,사내 전산담당 직원 채용,엘컴화인㈜,"초대졸이상, 경력 1년 이상, PC, 소프트웨어","컴퓨터활용능력, 컴퓨터, 시스템",사무보조,"전산, 네트워크관리","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","초대졸이상, 경력 1년 이상, PC, 소프트웨어, 컴퓨터활용능력, 컴퓨터, 시스템"
1813,[(주)이롭] 보안사업부 솔루션 엔지니어 공개채용,이롭,"학력무관, 커뮤니케이션, 정보보호, 컴퓨터공학, 보안, 네트워크, 시스템, 로그","경력 3년 이상, 보안, 정보보안, 분석, Python, 정보처리산업기사, 정보보안산업기사, 컴퓨터공학, 정보보호학",IT 기술지원,"방화벽, 네트워크보안, 방화벽, 네트워크관리, VPN, 기술지원, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","학력무관, 커뮤니케이션, 정보보호, 컴퓨터공학, 보안, 네트워크, 시스템, 로그, 경력 3년 이상, 정보보안, 분석, Python, 정보처리산업기사, 정보보안산업기사, 정보보호학"
1814,[2026년 하반기] IT 보안 엔지니어 모집 (신입/경력),㈜파인앤애플시스템즈,"초대졸이상, 경력 2년 이상, 커뮤니케이션, 병역필면제자, 네트워크, 정보보안, 보안, 네트워크 보안","문서작성, 프리젠테이션, 방화벽, IPS, 보안, AWS, 클라우드, 정보보안, 네트워크, 시스템, 정보통신",IT 보안 엔지니어,"네트워크보안, 클라우드, 네트워크보안, 방화벽, 정보보안, IDS, 네트워크관리, 방화벽","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","초대졸이상, 경력 2년 이상, 커뮤니케이션, 병역필면제자, 네트워크, 정보보안, 보안, 네트워크 보안, 문서작성, 프리젠테이션, 방화벽, IPS, AWS, 클라우드, 시스템, 정보통신"
1815,[정규직] 정보보안 엔지니어 신입/경력 채용,㈜넷세이프,학력무관,"경력 5년 이상, 보안, 방화벽, IPS, VPN, NAC, 네트워크, 분석, 정보보안기사, 네트워크관리사",정보보안 엔지니어,"네트워크관리, 방화벽, 네트워크보안, 방화벽, 정보보안, 보안컨설팅, 네트워크관리, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","학력무관, 경력 5년 이상, 보안, 방화벽, IPS, VPN, NAC, 네트워크, 분석, 정보보안기사, 네트워크관리사"
1817,IT 인프라 보안 엔진니어(고객사 상주),씨나몬,"초대졸이상, 경력 2년 이상","문서작성, 컴퓨터활용능력, 네트워크, VPN, 방화벽, 네트워크 보안, 클라우드, 보안, 전산, 컴퓨터공학, 정보통신, Python, API",IT 인프라 보안 엔진니어(고객사 상주) (팔로알토 네트웍스 제품),"방화벽, 네트워크보안, 방화벽, 보안소프트웨어, 네트워크관리, 정보보안, 네트워크관리, 정보보안","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","초대졸이상, 경력 2년 이상, 문서작성, 컴퓨터활용능력, 네트워크, VPN, 방화벽, 네트워크 보안, 클라우드, 보안, 전산, 컴퓨터공학, 정보통신, Python, API"
1820,"(주)미래정보기술 각 부문별 채용 (정보통신공사 유지보수, 공무업무 보조)",미래정보기술,학력무관,"전기, 전자, 정보통신, 통신, 정보통신공학","정보통신공사
유지보수
(정규직)","정보통신, 정보보안, 기술지원, 설치, 유지보수, A·S수리, 유지보수, 정보통신, 통신설비, 정보통신, 정보통신, 기술지원, 설치, 유지보수, 기계조작, 정보통신·IT","보안 엔지니어, 소프트웨어 개발자","학력무관, 전기, 전자, 정보통신, 통신, 정보통신공학"
1822,평택 삼성반도체 네트워크(데이터센터 무선 CCTV ) 설치 및 공사 인원 모집,원영아이앤씨,고졸이상,"컴퓨터활용능력, 차량소지자, 해외근무, 인근거주자, 장기근무, 지방근무, 군전역간부","평택 삼성반도체 네트워크 설치 공사및 공사관리
( 2명 )","네트웍구축, 네트워크관리, CCTV, 정보통신, 통신","시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 클라우드 엔지니어","고졸이상, 컴퓨터활용능력, 차량소지자, 해외근무, 인근거주자, 장기근무, 지방근무, 군전역간부"
